Label,SMS Text
Important,"Solve d Case : A Man Was Found Murdered On  4;DECIMAL4; . 5;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
Important,Dear where you will be when i reach there
Important,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! 4
Important,Ok... Thanx... Gd nite 2 4_ too...
Important,"Come to me right now, Ahmad"
Spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
Important,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
Important,O was not into fps then.
Important,Huh means computational science... Y they like dat one push here n there...
Important,"Could you not read me, my Love ? I answered you"
Important,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 
Important,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
Spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
Important,Oic... Then better quickly go bathe n settle down...
Important,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
Important,A bloo bloo bloo I'll miss the first bowl
Important,Lmao but its so fun...
Important,Oh k k4but he is not a big hitter.anyway good
Important,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
Spam,Valentines Day Special! Win over 41000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
Important,Do you think i can move  5;  in a week
Important,She.s find. I sent you an offline message to know how anjola's now.
Spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
Important,How was txting and driving
Important,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
Important,Really dun bluff me leh... U sleep early too. Nite...
Important,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ 5;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  5;  yrs. Can give  5;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  5;  social projects. Every citizen can get monthly  5; /- for  5;  yrs. No need of World Bank 4; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
Important,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
Important,Oh ya ya. I remember da. .
Important,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
Spam,"For ur chance to win 4250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
Important,I not busy juz dun wan 2 go so early.. Hee.. 
Important,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
Important,"Great. I'm in church now, will holla when i get out"
Important,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
Important,I donno if they are scorable
Important,5;  great loxahatchee xmas tree burning update: you can totally see stars here
Important,"Yes but i dont care! I need you bad, princess!"
Important,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
Important,"Sorry, I'll call later"
Important,Tmr then 4_ brin lar... Aiya later i come n c lar... Mayb 4_ neva set properly 4_ got da help sheet wif 4_...
Important,Do u knw dis no. 5; ?
Important,Then she dun believe wat?
Important,K..give back my thanks.
Important,I know complain num only..bettr directly go to bsnl offc nd apply for it..
Important,Okay. I've seen it. So i should pick it on friday?
Important,How much she payed. Suganya.
Important,Left dessert. U wan me 2 go suntec look 4 u?
Important,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
Important,Onum ela pa. Normal than.
Important,K.k..how is your sister kids?
Important,"Cool, I'll text you when I'm on the way"
Important,Nope. Meanwhile she talk say make i greet you.
Important,i cant talk to you now.i will call when i can.dont keep calling.
Important,Anything lar...
Important,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
Important,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
Important,They will pick up and drop in car.so no problem..
Important,S.i think he is waste for rr..
Important,He is world famamus....
Important,Is there coming friday is leave for pongal?do you get any news from your work place.
Important,Lol well don't do it without me. We could have a big sale together.
Important,* Am on my way
Important,Eat at old airport road... But now 630 oredi... Got a lot of pple...
Important,"sry can't talk on phone, with parents"
Spam,"Final Chance! Claim ur 4150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. 43.00 Subs 16"
Important,Ok lor wat time 4_ finish?
Important,"Princess, i like to make love  5;  times per night. Hope thats not a problem!"
Important,Mm i am on the way to railway
Important,i dnt wnt to tlk wid u
Important,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
Important,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
Spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
Spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or 410,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
Important,K.4do it at evening da4urgent4
Important,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
Important,Mm have some kanji dont eat anything heavy ok
Important,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
Important,Lol that's different. I don't go trying to find every real life photo you ever took.
Important,I dont thnk its a wrong calling between us
Important,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
Important,Aiyah e rain like quite big leh. If drizzling i can at least run home.
Important,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
Important,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.
Important,"Greetings me, ! Consider yourself excused."
Important,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
Important,they released another Italian one today and it has a cosign option
Important,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
Spam,WINNER! As a valued network customer you hvae been selected to receive a 4900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
Important,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  5; .Call Ms.Suman  5;  for Telephonic interview -via Indyarocks.com
Important,Dai what this da.. Can i send my resume to this id.
Important,"I know where the  5;  is, I'll be there around 5"
Important,Yup i've finished c 4_ there...
Important,Remember to ask alex about his pizza
Important,No da..today also i forgot..
Important,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
Important,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
Important,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
Important,Congrats kano..whr s the treat maga?
Important,Who u talking about?
Important,Yup...
Important,Ok...
Important,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
Important,Yunny i'm walking in citylink now 4_ faster come down... Me very hungry...
Important,Er yep sure. Props?
Important,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
Spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
Important,Ok ill send you with in  4;DECIMAL4;  ok.
Important,Bognor it is! Should be splendid at this time of year.
Important,Yes.i'm in office da4
Important,"Sorry, I'll call later"
Important,Joy's father is John. Then John is the NAME of Joy's father. Mandan
Important,Ok. I only ask abt e movie. U wan ktv oso?
Important,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
Important,"Sorry, I'll call later"
Important,Dunno lei... I might b eatin wif my frens... If 4_ wan to eat then i wait 4 4_ lar
Important,"Sorry, I'll call later"
Spam,FREE entry into our 4250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
